iter	Logloss
174	0.5618000696
175	0.5615750253
176	0.5613557598
177	0.5612140699
178	0.5610764704
179	0.5609638869
180	0.5607925933
181	0.5605715182
182	0.5603422145
183	0.5601164318
184	0.5599655538
185	0.5598883311
186	0.5597418487
187	0.5596345404
188	0.5595540039
189	0.5593390099
190	0.5590425424
191	0.5589502426
192	0.5588264408
193	0.558728829
194	0.5585343972
195	0.5582585425
196	0.5581118073
197	0.5579958295
198	0.5578624705
199	0.5577662659
200	0.5575783402
201	0.5575032165
202	0.5571909928
203	0.5570577091
204	0.5569213228
205	0.5567401838
206	0.5565690309
207	0.5563448739
208	0.5560475162
209	0.5558099856
210	0.5555997185
211	0.5553376986
212	0.5551637896
213	0.5549187365
214	0.5547049623
215	0.5545971524
216	0.5543870849
217	0.5542104326
218	0.5539956528
219	0.5538181886
220	0.5537001796
221	0.5534751624
222	0.5532920824
223	0.553110799
224	0.5528217331
225	0.5525970214
226	0.5524268041
227	0.5523051275
228	0.5520678217
229	0.551816776
230	0.5515950438
231	0.5514540167
232	0.5513121587
233	0.5511118122
234	0.5509441509
235	0.5508010679
236	0.5507160573
237	0.5506027303
238	0.5504423646
239	0.5503094101
240	0.5501199173
241	0.5499546599
242	0.549810239
243	0.5496599902
244	0.5494626866
245	0.5493000231
246	0.549066068
247	0.5489735875
248	0.5488399197
249	0.5486392495
250	0.5484533958
251	0.5482111426
252	0.5480399041
253	0.5478385115
254	0.54766029
255	0.5475169442
256	0.5473785537
257	0.5472410962
258	0.5471236543
259	0.5469758154
260	0.5468156828
261	0.5466332373
262	0.5465158893
263	0.5463393252
264	0.5462068924
265	0.5460846368
266	0.5459638556
267	0.5457627072
268	0.5456010642
269	0.5454483304
270	0.5452949681
271	0.5450504847
272	0.5448678297
273	0.5446308478
274	0.5445063961
275	0.5444057666
276	0.5442509026
277	0.5440732714
278	0.5438507114
279	0.5435612579
280	0.5434059861
281	0.5432647901
282	0.5431700258
283	0.5429448851
284	0.5428391807
285	0.5426984897
286	0.5424901782
287	0.5423166661
288	0.5421924457
289	0.5420449324
290	0.5418314313
291	0.5416383852
292	0.5413530238
293	0.5412178134
294	0.5410717157
295	0.5408749506
296	0.5407265731
297	0.540506245
298	0.540346295
299	0.5400874217
300	0.5398798627
301	0.5397396937
302	0.5395747087
303	0.53945767
304	0.539244897
305	0.5390766762
306	0.5389116742
307	0.5387690635
308	0.5386317011
309	0.5384651726
310	0.538338989
311	0.5382035302
312	0.537978811
313	0.5378391751
314	0.5377258478
315	0.537515579
316	0.5373279859
317	0.5372040699
318	0.5369845017
319	0.5368376007
320	0.5366740858
321	0.5364878446
322	0.5362433795
323	0.5360317758
324	0.5357631983
325	0.5355615658
326	0.535448213
327	0.5352360816
328	0.5350506196
329	0.5348692461
330	0.5347237638
331	0.5345929174
332	0.5344413574
333	0.5342719169
334	0.534107831
335	0.5339985884
336	0.5338491979
337	0.5337310287
338	0.53356158
339	0.5334131225
340	0.533255969
341	0.5331329669
342	0.5330243725
343	0.5328987798
344	0.5326626587
345	0.5325351227
346	0.5323735145
347	0.5322714471
348	0.5321330425
349	0.5319330633
350	0.5317044845
351	0.5314884269
352	0.5313549356
353	0.5311549883
354	0.5310152928
355	0.5309005471
356	0.5307996208
357	0.5305979428
358	0.5304369256
359	0.5303220752
360	0.5301979997
361	0.5300250535
362	0.52992958
363	0.5297527009
364	0.5295820281
365	0.5294217763
366	0.529308487
367	0.5291721503
368	0.5288938663
369	0.5287453731
370	0.5286694479
371	0.5285025437
372	0.5283209117
373	0.5282213363
374	0.5280731229
375	0.5278980001
376	0.5278005334
377	0.5276475244
378	0.5275255728
379	0.5274263
380	0.5272862016
381	0.5271450748
382	0.5269522161
383	0.5268177295
384	0.5266099068
385	0.5264616722
386	0.5262464515
387	0.5261269209
388	0.5259468464
389	0.5257166308
390	0.5254976178
391	0.52537751
392	0.5252681179
393	0.5251430416
394	0.524968743
395	0.5248103039
396	0.5246367122
397	0.524381494
398	0.5242788982
399	0.5241354476
400	0.5239744131
401	0.5238117943
402	0.5236481194
403	0.523476827
404	0.5233042937
405	0.5231544802
406	0.5230222771
407	0.5228958202
408	0.5228074951
409	0.5226406291
410	0.522450264
411	0.5222862908
412	0.5221636626
413	0.5219638954
414	0.5217838959
415	0.5215669093
416	0.521406344
417	0.5213348756
418	0.5212244987
419	0.5211261069
420	0.520986004
421	0.5208498139
422	0.5207214149
423	0.5206247714
424	0.5205208832
425	0.5202967438
426	0.520110852
427	0.520003852
428	0.519757873
429	0.5195891594
430	0.5194614603
431	0.5192325266
432	0.5190053978
433	0.5188674144
434	0.5187278161
435	0.5185413484
436	0.5183497473
437	0.5182192738
438	0.5181082849
439	0.5179614753
440	0.5177713117
441	0.5176533303
442	0.5175168925
443	0.5173529463
444	0.5171446921
445	0.5170435342
446	0.5168431979
447	0.5167363848
448	0.5165663828
449	0.5164482044
450	0.5163631969
451	0.5162029949
452	0.5160780761
453	0.5158777819
454	0.51574525
455	0.5155658571
456	0.5154390663
457	0.5153476067
458	0.5152503755
459	0.5151455615
460	0.5150255679
461	0.5149125337
462	0.5147740951
463	0.5146612422
464	0.5144674641
465	0.5143147715
466	0.5141980472
467	0.5140774211
468	0.5139364077
469	0.5136743685
470	0.5135605329
471	0.5133755203
472	0.5132378497
473	0.5130889517
474	0.5129422828
475	0.5127831886
476	0.5126263311
477	0.5125496162
478	0.5124746645
479	0.5122942652
480	0.5121576912
481	0.5120730447
482	0.5119275132
483	0.5117942444
484	0.5116687675
485	0.5115592412
486	0.5114347724
487	0.5112721377
488	0.5111901654
489	0.5111071082
490	0.5109795612
491	0.510904652
492	0.5107987484
493	0.5106885257
494	0.5105906218
495	0.5104765252
496	0.5103927621
497	0.5103028706
498	0.5101471919
499	0.5100016576
500	0.509895904
501	0.5097429065
502	0.5096515628
503	0.5095513059
504	0.5093684174
505	0.5092305818
506	0.509134441
507	0.5090008199
508	0.508857887
509	0.5086830863
510	0.5085736915
511	0.5083756673
512	0.5082332047
513	0.508107366
514	0.5079898002
515	0.5078898934
516	0.5077857691
517	0.5076788628
518	0.5075628225
519	0.5074444009
520	0.5073307823
521	0.5071657714
522	0.5069360887
523	0.5067675246
524	0.5066131163
525	0.506530307
526	0.5063879588
527	0.5062687683
528	0.5061385532
529	0.5060456398
530	0.5058946033
531	0.5057784779
532	0.5056353622
533	0.5055462855
534	0.5053724709
535	0.5052898887
536	0.5051685016
537	0.5050733178
538	0.5049385217
539	0.5048306471
540	0.504669469
541	0.5045214002
542	0.5043720122
543	0.5042251416
544	0.504065591
545	0.5039260454
546	0.5037255242
547	0.5035906745
548	0.5035345814
549	0.503390472
550	0.5033267977
551	0.5031835136
552	0.5030401564
553	0.5029104761
554	0.5027982286
555	0.5026692331
556	0.5025767468
557	0.5024247991
558	0.5022557407
559	0.5020892003
560	0.5020307482
561	0.5018700903
562	0.5017964583
563	0.5016789162
564	0.501559255
565	0.5014122877
566	0.5012774858
567	0.5011676334
568	0.5010292556
569	0.5009254157
570	0.500848739
571	0.5006852737
572	0.5005368711
573	0.5003600027
574	0.5002582107
575	0.5001625078
576	0.5000302011
577	0.499935276
578	0.4997315446
579	0.4995441486
580	0.4994771748
581	0.4993472918
582	0.4991864664
583	0.4990644252
584	0.4989317206
585	0.4987653741
586	0.4986009096
587	0.4984758536
588	0.4983364835
589	0.4981938311
590	0.4980405714
591	0.4978150787
592	0.4976849014
593	0.4975772237
594	0.4974719934
595	0.4973990715
596	0.4972015645
597	0.4970746552
598	0.4970019288
599	0.4969169571
600	0.4967797607
601	0.4966733051
602	0.4965537398
603	0.4964076589
604	0.4962915677
605	0.4961321657
606	0.4960089761
607	0.4958880622
608	0.4957636137
609	0.4956867028
610	0.4955569185
611	0.4953914561
612	0.4952971726
613	0.4951378588
614	0.4950381984
615	0.4949057533
616	0.4948301458
617	0.4946625089
618	0.4945388206
619	0.4944099919
620	0.4942378625
621	0.4940940665
622	0.4939845222
623	0.4938686234
624	0.4937078952
625	0.4936176848
626	0.4934642941
627	0.4933097599
628	0.4931743612
629	0.4930178682
630	0.4928764169
631	0.492746381
632	0.4926528338
633	0.4925114714
634	0.4924151339
635	0.4922357873
636	0.4921242998
637	0.4920278819
638	0.4918872818
639	0.4917644698
640	0.4915908121
641	0.4914306772
642	0.49129739
643	0.4912052781
644	0.4911043928
645	0.4909869441
646	0.4908811434
647	0.4907657243
648	0.4906773349
649	0.4905424448
650	0.4904487448
651	0.4903434538
652	0.4902130716
653	0.4901263692
654	0.4899688963
655	0.4898694949
656	0.489714265
657	0.4895141032
658	0.4894277295
659	0.4892674498
660	0.4891856519
661	0.4890591129
662	0.488923857
663	0.4887908231
664	0.488687298
665	0.4885519434
666	0.4884354301
667	0.4882994096
668	0.4881502757
669	0.4879941048
670	0.4878802494
671	0.4877746955
672	0.4876630511
673	0.48751323
674	0.4873886868
675	0.4872207768
676	0.4871205666
677	0.4869869933
678	0.4868225972
679	0.4867280985
680	0.4865977776
681	0.4864680925
682	0.4863832998
683	0.486228192
684	0.4861375052
685	0.4860260414
686	0.4859287828
687	0.4858321251
688	0.4857528427
689	0.4856049613
690	0.4854857263
691	0.4854274202
692	0.4853226438
693	0.4852287857
694	0.4851281766
695	0.4850155482
696	0.4848733914
697	0.484760834
698	0.484627807
699	0.4845244095
700	0.4844361931
701	0.4843042365
702	0.484255337
703	0.4841066963
704	0.4839836083
705	0.4838566922
706	0.4837246875
707	0.4835767814
708	0.4834879938
709	0.4833277765
710	0.4832532811
711	0.4831463954
712	0.483021797
713	0.4829084365
714	0.4826702254
715	0.4825630733
716	0.4824654521
717	0.4824133634
718	0.4822832631
719	0.4821891743
720	0.48208595
721	0.4819536475
722	0.4818310059
723	0.4817292166
724	0.4815907613
725	0.4814209633
726	0.4812661821
727	0.4811098694
728	0.4810168778
729	0.4809419773
730	0.4808245649
731	0.4807209131
732	0.4806217211
733	0.4805072011
734	0.4803954465
735	0.4803062116
736	0.4802228754
737	0.4801298931
738	0.4799905516
739	0.4799107698
740	0.4798114482
741	0.4797073511
742	0.4796030369
743	0.4795374051
744	0.4794297195
745	0.4793459716
746	0.4792013708
747	0.4790373876
748	0.4789518943
749	0.4787883531
750	0.4786623479
751	0.4785256958
752	0.4783886253
753	0.4782885157
754	0.4781569359
755	0.478030482
756	0.4779597644
757	0.4778718459
758	0.4777749989
759	0.4776391109
760	0.4774916681
761	0.4773915866
762	0.4773035247
763	0.4771834935
764	0.4770277834
765	0.4769453942
766	0.4768144595
767	0.4767212502
768	0.476615541
769	0.4765182363
770	0.4763912638
771	0.4762981252
772	0.4761674805
773	0.4760407276
774	0.475974931
775	0.4758661514
776	0.4757026102
777	0.4755790539
778	0.4754854136
779	0.475409599
780	0.4753023074
781	0.4751005344
782	0.4749440364
783	0.4748077752
784	0.4747345981
785	0.4745924719
786	0.4745133098
787	0.4743854392
788	0.4743079892
789	0.4741684879
790	0.4741204626
791	0.474034056
792	0.4739237988
793	0.4738367541
794	0.4737656038
795	0.473648234
796	0.4735397219
797	0.4734044997
798	0.4733208677
799	0.4732358172
800	0.4731053636
801	0.4730354914
802	0.4729364602
803	0.4728358325
804	0.4727097803
805	0.4726429519
806	0.4725382397
807	0.4723948348
808	0.4722716668
809	0.472187626
810	0.4720062253
811	0.4719156558
812	0.4718030688
813	0.4716967547
814	0.4715750669
815	0.471449043
816	0.4713699632
817	0.4712771687
818	0.4712090061
819	0.4711271286
820	0.4710559414
821	0.4708790718
822	0.4707274739
823	0.4706438959
824	0.4705771991
825	0.470461174
826	0.4703832794
827	0.4702641336
828	0.4701643483
829	0.4700890896
830	0.4699444767
831	0.4698508475
832	0.4697617381
833	0.469630565
834	0.4695289472
835	0.4694021291
836	0.4693236913
837	0.4691976973
838	0.4690591336
839	0.4689566556
840	0.46883655
841	0.4687631045
842	0.468653223
843	0.4685234018
844	0.4684226234
845	0.4683038654
846	0.4682600799
847	0.4681557423
848	0.4680502712
849	0.467918877
850	0.4678720045
851	0.4677865367
852	0.467695492
853	0.4675736484
854	0.4675012784
855	0.4673679428
856	0.4672349396
857	0.4670683881
858	0.466965376
859	0.4668456291
860	0.4667514931
861	0.466675659
862	0.4665496118
863	0.466474411
864	0.4663613472
865	0.4662347105
866	0.4661291846
867	0.4660260442
868	0.4659614956
869	0.4658446073
870	0.4657056405
871	0.4655763023
872	0.4654201204
873	0.4653461218
874	0.4652364028
875	0.4651728066
876	0.4650459951
877	0.4649281038
878	0.4648101118
879	0.4646734491
880	0.4645578421
881	0.4644297122
882	0.4642938226
883	0.4642127525
884	0.4641173134
885	0.4640394448
886	0.4639499176
887	0.4638079984
888	0.4637121793
889	0.4636071591
890	0.4634247349
891	0.4633283574
892	0.4632694174
893	0.4632039337
894	0.4631005154
895	0.4629548947
896	0.4628400871
897	0.4627077607
898	0.462558459
899	0.462408407
900	0.4622969462
901	0.4622013988
902	0.4620542102
903	0.4619691388
904	0.461855938
905	0.4617365835
906	0.4616709977
907	0.4615824078
908	0.4614724082
909	0.461362506
910	0.4611886158
911	0.4611324937
912	0.4610330928
913	0.4609459806
914	0.4608503214
915	0.4607469745
916	0.4606394687
917	0.4605704207
918	0.4604820595
919	0.460419985
920	0.460344425
921	0.4602420945
922	0.460162741
923	0.4600478696
924	0.4599228106
925	0.4598078183
926	0.4597157754
927	0.4596349677
928	0.459568358
929	0.4594573738
930	0.4593396192
931	0.4592764907
932	0.4591406577
933	0.4590149852
934	0.4589070897
935	0.4587565338
936	0.4586499514
937	0.4585602343
938	0.4584372671
939	0.4583111609
940	0.4582186691
941	0.4580833613
942	0.4579640483
943	0.4578305182
944	0.4577749599
945	0.4576394567
946	0.4575460408
947	0.4574006471
948	0.4572785481
949	0.4571494257
950	0.4570179545
951	0.4569163582
952	0.4568125347
953	0.4567269135
954	0.4566740914
955	0.4565802659
956	0.4564837247
957	0.4563787593
958	0.4562944872
959	0.4561518513
960	0.4560699338
961	0.4559394807
962	0.45585908
963	0.4557425536
964	0.4555625592
965	0.45545163
966	0.4552916941
967	0.4551663644
968	0.4550638369
969	0.4549601677
970	0.4548506432
971	0.4547481504
972	0.4545913312
973	0.4544759095
974	0.4543718809
975	0.454292493
976	0.4542146895
977	0.454144659
978	0.4540852374
979	0.4540322051
980	0.4539795109
981	0.4538741714
982	0.4538020802
983	0.4537105911
984	0.4536113736
985	0.4534901039
986	0.4534389918
987	0.4533642084
988	0.4532866357
989	0.4531888812
990	0.453122927
991	0.4530481927
992	0.453002224
993	0.4529183087
994	0.4528428366
995	0.4527405528
996	0.4526710498
997	0.4525453464
998	0.4524779724
999	0.4523935883
